WKT,OBJECTID,STATION_ID,ASSET_ID,NAME,LONGNAME,LINES,BRANCH_ID,STATUS,MILEPOST,FAREZONE,ADA,ADA2,PKNRD,BIKEPKNG,TICKET_AVA,ADDRESS,MUNICIPALI,TELEPHONE,WEBLINK,LABELANGLE,EDIT_INIT,EDIT_DATE,YEAR_OPEN
"MULTIPOINT (-87.629420115102533 41.831482694713955)",136,0.00000000,0.00000000,35th St,Lovana S. Jones/Bronzeville,Rock Is.,6,1,0.00000000,A,0,,0,0,,106 W 35th St,Chicago,,,0,af,2011/04/28,
"MULTIPOINT (-88.411799342555753 41.886701260733219)",137,0.00000000,0.00000000,La Fox,La Fox,UP-W,11,1,0.00000000,I,0,,0,0,,40 W 999 Deslinger Rd,Kane County,,,0,af,2011/04/28,
"MULTIPOINT (-88.464123371916386 41.890730577806664)",138,0.00000000,0.00000000,Elburn,Elburn,UP-W,11,1,0.00000000,I,0,,0,0,,43 W 166 Keslinger Rd,Elburn,,,0,af,2011/04/28,
"MULTIPOINT (-87.988709417887506 41.418936266163357)",139,0.00000000,0.00000000,Manhattan,Manhattan,SWS,8,1,0.00000000,I,0,,0,0,,15601 W Sweedler Rd,Manhattan,,,0,af,2011/04/28,
"MULTIPOINT (-87.801154825927895 41.921636274471226)",140,12095.00000000,51212095.00000000,Mont Clare,Mont Clare,Milw-W,12,1,9.50000000,B,0,A,1,0,,7007 W. Medill St.,Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-87.814783511908146 41.924944948299753)",141,12102.00000000,51212102.00000000,Elmwood Park,Elmwood Park,Milw-W,12,1,10.20000000,C,0,A,1,11,,7600 W. Grand Ave.,Elmwood Park,,,30,ks,1995/08/02,
"MULTIPOINT (-87.836324599241308 41.931003725723606)",142,12114.00000000,51212114.00000000,River Grove,River Grove,"Milw-W, NCS",12,1,11.40000000,C,0,A,1,0,,8421 Arnold Ave.,River Grove,,,30,ks,1995/09/14,
"MULTIPOINT (-87.866585806129081 41.93653197369489)",143,12132.00000000,51212132.00000000,Franklin Park,Franklin Park,Milw-W,12,1,13.20000000,C,0,A,1,11,,3148 Rose St.,Franklin Park,,,30,ks,1995/08/02,
"MULTIPOINT (-87.883340160871825 41.941506060573495)",144,12140.00000000,51212140.00000000,Mannheim,Mannheim,Milw-W,12,1,14.00000000,C,1,N,1,0,,Front St. and Lincoln St.,Franklin Park,,,30,ks,1995/08/02,
"MULTIPOINT (-87.941818518150541 41.957000782134941)",145,12172.00000000,51212172.00000000,Bensenville,Bensenville,Milw-W,12,1,17.20000000,D,0,A,1,21,,110 W. Main St.,Bensenville,,,30,ks,1995/08/02,
"MULTIPOINT (-87.974872087043494 41.962368342065616)",146,12191.00000000,51212191.00000000,Wood Dale,Wood Dale,Milw-W,12,1,19.10000000,D,0,A,1,5,,301 W. Wood Dale Ave.,Wood Dale,,,30,ks,1995/08/02,
"MULTIPOINT (-88.013916007183042 41.971631819586904)",147,12210.00000000,51212210.00000000,Itasca,Itasca,Milw-W,12,1,21.10000000,E,0,A,1,18,,Irving Park Rd. (Rt. 19) and Maple St.,Itasca,,,30,ks,1995/08/02,
"MULTIPOINT (-88.05092924073378 41.978315858331776)",148,12230.00000000,51212230.00000000,Medinah,Medinah,Milw-W,12,1,23.00000000,E,0,M,1,10,,"Medinah Rd., 1 block N. of Irving Park Rd.",,,,30,ks,1995/08/02,
"MULTIPOINT (-88.067067375223345 41.981577968858367)",149,12239.00000000,51212239.00000000,Roselle,Roselle,Milw-W,12,1,23.90000000,E,0,A,1,10,,540 Irving Park Rd.,Roselle,,,30,ks,1995/08/02,
"MULTIPOINT (-88.118352694575904 41.989234957089977)",150,12265.00000000,51212265.00000000,Schaumburg,Schaumburg,Milw-W,12,1,26.50000000,F,0,A,1,62,,2000 S. Springinsguth Rd.,Schaumburg,,,30,ks,1995/08/02,
"MULTIPOINT (-88.149281652592151 41.988127524250046)",151,12284.00000000,51212284.00000000,Hanover Park,Hanover Park,Milw-W,12,1,28.40000000,F,0,A,1,31,,Ontarioville Rd. and Route 20,Hanover Park,,,30,ks,1995/08/02,
"MULTIPOINT (-88.186282505331306 41.992575216668406)",152,12301.00000000,51212301.00000000,Bartlett,Bartlett,Milw-W,12,1,30.10000000,F,0,M,1,0,,Oak Ave. and Railroad Ave.,Bartlett,,,30,ks,1995/08/02,
"MULTIPOINT (-88.279968146718488 42.02913255702979)",153,12360.00000000,51212360.00000000,National St.,National Street,Milw-W,12,1,36.00000000,H,0,N,1,0,,85 National St.,Elgin,,,0,ks,1995/09/14,
"MULTIPOINT (-88.286167922366815 42.036256067456854)",154,12366.00000000,51212366.00000000,Elgin,Elgin,Milw-W,12,1,36.60000000,H,0,M,1,0,,109 W. Chicago St.,Elgin,,,0,ks,1995/08/02,
"MULTIPOINT (-88.328428871105999 42.058673904055063)",155,12398.00000000,51212398.00000000,Big Timber,Big Timber Road,Milw-W,12,1,39.80000000,H,0,M,1,0,,2025 Big Timber Rd.,Elgin,,,180,ks,1995/08/02,
"MULTIPOINT (-87.640768964082355 41.883049350887916)",156,13000.00000000,51213000.00000000,Ogilvie,Ogilvie Transportation Center,"UP-N, UP-NW, UP-W",13,1,0.00000000,A,0,A,0,0,,Madison St. and Canal St.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.668053673563236 41.917214785146683,-87.668429088701885 41.917103101630026)",157,13029.00000000,51213029.00000000,Clybourn,Clybourn,"UP-N, UP-NW",13,1,2.90000000,A,1,N,1,0,,2001 N. Ashland Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.731163745711015 41.953169548802443)",158,13070.00000000,51213070.00000000,Irving Park,Irving Park,UP-NW,13,1,7.00000000,B,0,M,1,0,,4000 N. Kedvale Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.763344400292993 41.971506047650749)",159,13091.00000000,51213091.00000000,Jefferson Park,Jefferson Park,UP-NW,13,1,9.10000000,B,0,N,1,0,,4963 N. Milwaukee Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.7778877304969 41.979752268062413)",160,13101.00000000,51213101.00000000,Gladstone Park,Gladstone Park,UP-NW,13,1,10.10000000,B,1,N,1,0,,5500 N. Austin Blvd.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.799059053624191 41.991749992830911)",161,13114.00000000,51213114.00000000,Norwood Park,Norwood Park,UP-NW,13,1,11.40000000,C,0,N,1,0,,6088 N. Northwest Highway,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.817707093339806 42.002230701944953)",162,13126.00000000,51213126.00000000,Edison Park,Edison Park,UP-NW,13,1,12.60000000,C,0,N,1,0,,6700 N. Olmstead Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.831749497645617 42.01020893160247)",163,13135.00000000,51213135.00000000,Park Ridge,Park Ridge,UP-NW,13,1,13.50000000,C,0,A,1,32,,100 S. Summit Ave.,Park Ridge,,,180,ks,1995/08/02,
"MULTIPOINT (-87.854890016771378 42.023269896835465)",164,13150.00000000,51213150.00000000,Dee Road,Dee Road,UP-NW,13,1,15.00000000,C,0,N,1,0,,881 N. Dee Road,Park Ridge,,,180,ks,1995/08/02,
"MULTIPOINT (-87.88675703732963 42.040793054220963)",165,13171.00000000,51213171.00000000,Des Plaines,Des Plaines,UP-NW,13,1,17.10000000,D,2,M,1,38,,1501 Miner St. (at Lee St.),Des Plaines,,,180,ks,1995/08/02,
"MULTIPOINT (-87.912305014694624 42.052190276727508)",166,13186.00000000,51213186.00000000,Cumberland,Cumberland,UP-NW,13,1,18.60000000,D,1,N,1,26,,475 N. Northwest Highway,Des Plaines,,,180,ks,1995/08/02,
"MULTIPOINT (-87.93618000275697 42.062935585517678)",167,13200.00000000,51213200.00000000,Mount Prospect,Mount Prospect,UP-NW,13,1,20.00000000,D,0,A,1,360,,13 E. Northwest Hwy. (at Main St.),Mount Prospect,,,180,ks,1995/08/02,
"MULTIPOINT (-87.982182450645297 42.083375356963742)",168,13228.00000000,51213228.00000000,Arlington Heights,Arlington Heights,UP-NW,13,1,22.80000000,E,0,M,1,96,,19 E. Northwest Highway,Arlington Heights,,,180,ks,1995/08/02,
